Tipo;Medio General;Medio Específico;Título;Resumen;Fecha Emisión;Valorización;Cm2;Duración;Página;Personajes;Candidatos 2016;Tono;Mes Emisión																				
Web;Expreso;expreso.com.pe;Evaluarán posible violación de neutralidad electoral de Ollanta Humala;Según un informe del coordinador de fiscalización del Jurado Electoral Especial (JEE) Lima Centro 1	 Leonel Concha Montoya	 “habría una posible vulneración al principio de neutralidad electoral” cometida por Ollanta Humala	 presidente constitucional de la República. (...) Al día siguiente	 en la ceremonia de lanzamiento de un proyecto de ampliación de agua potable en Villa María del Triunfo	 asoció a un candidato presidencial con “programas truchos”. “Les ofrecían el ‘agua para todos’ y al final era ‘coima para todos’”	 dijo Humala en alusión al programa inaugurado en el gobierno de Alan García. Aunque ayer (jueves)	 Ollanta Humala volvió a hablar de la corrupción en el gobierno fujimorista (1990- 2000). “Estamos criticando	 como tenemos todo el derecho a criticar	 lo bueno o lo malo que se ha hecho en gestiones anteriores”	 se justificó. También minimizó un informe de la asociación civil Transparencia	 según el cual Qali Warma fue la entidad pública que	 a través del Twitter	 transgredió más veces la prohibición de publicidad estatal en período electoral.;25/12/2015;52;;0;;Ollanta Moisés Humala Tasso;Alan García Pérez;Negativo;2015-12							
Web;La República;larepublica.pe;He vuelto a un país donde la clase media vive detrás de rejas y alambres de púas electrificadas;Entrebista. Jon Lee Anderson	 periodista. (...) Refirió que su retorno al Perú es uno de los que más le chocó He vuelto a un país	 donde la clase media para arriba vive detrás de rejas y alambre de púas electrificadas	 con índices de inseguridad muy altas	 con casinos por todos lados	 que para mí es sinónimo de una sociedad a la deriva. Son lugares del hampa	 por lo menos donde se puede lavar dinero. Yo vuelvo a un país sin líderes nuevos	 con los tres grandes líderes políticos de los últimos años tras las rejas (Fujimori	 Abimael Guzmán	 Vladimiro Montesinos). Qué pasa aquí	 yo me pregunto	 que solo tienen a Keiko Fujimori	 Alan García y Toledo y nadie cree en ellos. Veo que este es un país que está yendo a las urnas y nadie cree en nada. No he visto nada de entusiasmo entre los jóvenes y es una pena.;07/12/2015;1014.43;;0;;Jon Lee Anderson;Alan García Pérez;Neutro;2015-12								
Televisión;TV Perú;TV Perú Noticias Edición Matinal ;Entrevista a Fernando Rospigliosi sobre candidatura de PPK (Canal 7);Entrevista. Candidatura de Pedro Pablo Kuczynski por Peruanos Por el Kambio. Fernando Rospigliosi	 exministro del Interior	 planteó como propuesta y aporte suyo para el partido	 la necesidad de refundar la Policía Nacional y “limpiarla de la corrupción” para tener agentes policiales de calidad repotenciada en tácticas de inteligencia. Asimismo	" destacó la iniciativa de Pablo Kuczynski en proponer el programa """"""Barrio Seguro"""""" para los distritos considerados de alta peligrosidad en inseguridad ciudadana. En otro momento"	 informó que Pedro Pablo Kuczynski tiene la capacidad de reactivar la economía por la capacidad económica y política que tiene. En tal sentido	 dijo que se pretende reducir el sector informal incorporando a las pequeñas y medianas empresas la formalidad y creando empleos de calidad ascendentes a 600 mil al año. En otro momento	 cuestionó al candidato presidencial	 César Acuña por la inversión desmesurada en publicidad	 que según Rospigliosi	 se basa en su universidad como aparato difusor.;02/12/2015;11056.73;;671;;Fernando Miguel Rospigliosi Capurro;Pedro Pablo Kuczynski Godard;Positivo;2015-12										
Medio Impreso;Nuevo Sol;Nuevo Sol;Spadaro: ONPE nunca observó fondos de FP;El vocero de la bancada Fuerza Popular	 Pedro Spadaro	" dijo que ningún organismo electoral ha cuestionado el manejo de los fondos de campaña de su partido durante el 2011 y atribuyó el pedido para citar a la lideresa de FP ante la comisión de Fiscalización a su primer lugar en las encuestas. """"""No hay ningún cuestionamiento de la ONPE a la señora Keiko Fujimori por los aportes hechos al partido"""""""	 afirmó a la prensa	 luego de que este grupo parlamentario acordó desestimar un pedido de convocatoria para Keiko Fujimori	 planteado por Heriberto Benitez.;10/12/2015;428.49;81.3;0;3;Pedro Carmelo Spadaro Philipps;Keiko Fujimori Higuchi;Positivo;2015-12															
Televisión;Canal ATV Plus;Hora Clave;Entrevista al analista político Eugenio D'Medina (ATV+);Entrevista. El analista político Eugenio D'Medina comentó sobre la coyuntura política. En ese sentido	 señaló que a Alan García no le suma mucho la alianza con el PPC. De otro lado	 indicó que la presencia de Mercedes Aráoz en la plancha presidencial de Pedro Pablo Kuczynski no le añade algo distinto. Sobre el fujimorismo	 consideró que hay un entorno dentro de Fuerza Popular que está manipulando a Keiko Fujimori. En cuanto a César Acuña	 sostuvo que de todos los candidatos es el que más deseos tiene de ganar	 y eso lo hace un candidato muy potente. Añadió que en un país con mucho analfabetismo	 acusarlo de no saber leer le favorece. De Daniel Urresti opinó que es el candidato enviado para ensuciar la campaña	 y lo comparó como un “perro callejero enfermo con la rabia”. En otro momento	 refirió que Alejandro Toledo puede ser sobrepasado muy pronto por Verónika Mendoza o Ántero Flores-Aráoz. Finalmente	 pidió que algunos de los candidatos ponga en agenda el tipo de Poder Judicial que necesitamos.;18/12/2015;7160;;1432;;Eugenio D´Medina Lora;Ántero Flores-Aráoz Esparza;Neutro;2015-12											
Medio Impreso;Perú 21;Perú 21;“Me duelen las críticas”;Luego de recibir severas críticas de sus otrora aliados	 la ex alcaldesa de Lima Susana Villarán afirmó que le duelen los cuestionamientos de sus amigos	 pero ratificó que su decisión de integrar la plancha liderada por Daniel Urresti ha sido tomada después de evaluar la situación judicial del ex ministro del Interior.;23/12/2015;985.32;115.72;0;6;Susana María del Carmen Villarán de la Puente;Daniel Urresti Elera;Positivo;2015-12																		
"Web;Andina;andina.com.pe;Mora atribuye salida de Comisión de Educación a presión de rectores rebeldes;El congresista Daniel Mora Zevallos atribuyó hoy su cambio en la presidencia de la Comisión de Educación a presiones de los """"""rectores rebeldes"""""" a la Ley Universitaria sobre el líder de Perú Posible"	 Alejandro Toledo	" y pidió estar atentos para no que se produzcan retrocesos en esta norma. """"""No hay justificación"	 es la presión que han hecho los rectores de las universidades rebeldes	 incluso se publicó un comunicado a Toledo	" pidiéndole que me saquen de la presidencia de la Comisión"""""""	 afirmó. (...) Consultado por el futuro de la Ley Universitaria	 manifestó que no existe seguridad de que no será modificada	 sobre todo luego de las expresiones de candidatos como Alan García	 Alejandro Toledo y Pedro Pablo Kuczynski	 quienes han cuestionado algunos alcances de esta norma. Propuso	 en ese sentido	 que los candidatos a la presidencia expresen públicamente su posición y compromiso de que no habrá retroceso en la reforma universitaria.;04/12/2015;98.6;;0;;Daniel Emiliano Mora Zevallos;Alan García Pérez;Neutro;2015-12								
Web;Expreso;expreso.com.pe;Campaña se pone caliente con ‘jales’ y denuncias;La abrupta caída de Pedro Pablo Kuczynski en las preferencias de los electores	 según una reciente encuesta	 ha hecho que el expremier ponga las barbas en remojo y busque asegurar cuanto antes la participación de dos figuras femeninas que le aseguren el éxito de su campaña y lo consoliden como el contendor de Keiko Fujimori en una eventual segunda vuelta	 que se realizaría el 5 de junio próximo. (...) Por su parte	 el presidente del Tribunal Electoral del Apra	 Jorge Villasante	 exhortó al Jurado Nacional de Elecciones a intervenir frente a la “utilización” de la universidad César Vallejo con fines electorales por parte del candidato de Alianza para el Progreso (APP)	 César Acuña	 propietario de dicho centro de estudios.;02/12/2015;52;;0;;Carlos Ricardo Bruce Montes De Oca;Pedro Pablo Kuczynski Godard;Positivo;2015-12												
Televisión;Canal ATV Plus;ATV+ Noticias Edición Central;Daniel Urresti cuestiona grados académicos de Acuña (ATV+);Daniel Urresti cuestionó los grados académicos del candidato presidencial de Alianza para el Progreso	 César Acuña. Asimismo	 le recordó a Keiko Fujimori que cuando fue ministro compró computadoras e interconectó las comisarías.;10/12/2015;560;;112;;Daniel Belizario Urresti Elera;Keiko Fujimori Higuchi;Negativo;2015-12																		
Medio Impreso;La Razón;La Razón;Vuelta y revuelta - Javier Valle Riestra;Solo tenemos tres postulaciones verosímiles: la de Alan García	 obra del aprismo.. la de Keiko Fujimori	 obra de su encarcelado padre.. y la decadente de Kuczynski	 obra de la pequeña burguesía. ¿Pero Acuña no es un candidato fuerte? A eso les replico que es una postulación efímera	 un espejismo que desaparecerá.;29/12/2015;1513.73;257.07;0;6;Javier Valle Riestra;Alan García Pérez;Positivo;2015-12																
Medio Impreso;Expreso;Expreso;Juan Carlos Eguren- Politwitters;Juan Carlos Eguren escribió: PPK	 qué bueno que tenga sensibilidad y cariño por los niños pobres	 ¿cierto o fingido?	 no importa	 bien por los niños.;18/12/2015;79.79;13.57;0;6;Juan Carlos Eguren Neuenschwander;Pedro Pablo Kuczynski Godard;Neutro;2015-12																
Televisión;RPP;RPP NOTICIAS - EDICIÓN NOCHE ;Mañana vence plazo para inscribir alianzas políticas ante el JNE (RPP TV);El candidato presidencial Pedro Pablo Kuczynski anunció que no inscribirán alianzas con otros partidos políticos ante el Jurado Nacional de Elecciones. Mientras que Somos Perú confirmó que apoyará la candidatura de César Acuña para las próximas elecciones. En tanto	 el congresista de Fuerza Popular Héctor Becerril indicó que el Apra y el Partido Popular Cristiano se juntan por necesidad.;11/12/2015;795.6;;180;;Angel Javier Velásquez Quesquén;Alan García Pérez;Positivo;2015-12																			
Radio;RPP;Ampliación de Noticias;Mesías Guevara dialoga sobre elecciones internas en Acción Popular (RPP);Entrevista. El presidente de Acción Popular	 Mesías Guevara	 señaló que el mensaje dado por los candidatos que participaron en la CADE ha sido dirigido al tema macroeconómico y muy poco se habló de la microeconomía. En otro momento	 indicó que su partido ha tomado decisión de ir solos en las próximas elecciones. Recalcó que la organización del proceso electoral en Acción Popular estará a cargo de la ONPE. Informó que los precandidatos de su partido son: Alfredo Barnechea	 Beatriz Mejía	 Jano Montoya y su persona. Mesías Guevara sostuvo que son distintos a Keiko Fujimori	 Alan García	 Alejandro Toledo	 César Acuña y Pedro Pablo Kuczynski.;09/12/2015;5863;;533;;Mesias Antonio Guevara Amasifuén;Alfredo Barnechea García;Neutro;2015-12												
Medio Impreso;Perú 21;Perú 21;¡Sálvese quien pueda! - Luis Davelouis;Se dice que la desesperación puede sacar lo mejor y lo peor de las personas. Humala	 por ejemplo	 encontró su propia voz en el colofón de su gestión Fue a CADE a salirle al frente a la demagogia que amenaza con tirarse las cuatro cosas que sí hizo. El mandatario ha ido cuajando a medida que su esposa se ha ido despintando (cuánto daño). (...) ¿Luisa María Cuculiza con UPP y Solidaridad Nacional? ¿Alguien se imaginó a Pérez de Cuéllar abrazado a Castañeda o a Luna y a la CucuIiza solo para tentar una curul? Lo dudo. (Probablemente esta sea una cabeza de playa para el fujimorismo que hoy le afea la foto a Keiko. (...) ¿Alguien se imaginó a Lourdes Flores de vicepresidenta de Alan García? En la izquierda	 los viejos que no toleran a Verónika Mendoza -y un. par más- fueron a tocarle la puerta al Frente Amplio para no convertirse en un club distrital de veteranos.;14/12/2015;1405.15;164.86;0;14;Luis Davelouis Lengua;Keiko Fujimori Higuchi;Neutro;2015-12																	
Medio Impreso;El Peruano;El Peruano;Plan de Acuña;El vocero de Alianza para el Progreso (APP)	 Vladimir Paz de la Barra	 manifestó que la participación de César Acuña en la Conferencia Anual de Ejecutivos -(CADE)	 que se realizará del 2 al 4 de diciembre en Paracas (Ica)	 se centrará en dar a conocer propuestas serias para encaminar el país hacia el desarrollo.;01/12/2015;168.2;20.8;0;4;Vladimir Paz de la Barra;César Acuña Peralta;Positivo;2015-12																
Medio Impreso;Perú 21;Perú 21;No es lo mismo (Transfugismo 2.0) - Luis Davelouis;La Sra. Anel Townsend confirmó ayer que Luis “el mágico” Favre está trabajando con César Acuña. Favre estuvo detrás de las campañas que pusieron a Humala en Palacio de Gobierno y que salvaron a Susana Villarán de la revocatoria. (...) “Lo que está haciendo Acuña al contratar a Favre es alquilar una superestructura profesional de campaña”.(...) Luis Favre estuvo en conversaciones con PPK hasta que el escándalo Odebrecht hizo correr a todos lo más lejos posible de los brasileños y de cualquiera que tuviera alguna relación con ellos. Buscado y reconocido.;09/12/2015;1499.4;175.18;0;14;Luis Davelouis Lengua;César Acuña Peralta;Neutro;2015-12																				
Medio Impreso;La República;La República;Paco Belaunde apoya a Alfredo Barrenechea;Francisco Belaunde	 hermano deI ex presidente Fernando Belaúnde Terry	 apoyó a Alfredo Barnechea	 precandidato de Acción Popular que tienta mañana la posibilidad de representar al partido el 2016.;12/12/2015;297.12;61.4;0;10;Francisco Belaunde Matossian;Alfredo Barnechea García;Positivo;2015-12																	
Medio Impreso;Trome;Trome;Kenji se burla de Alan y Lourdes;El congresista Kenji Fujimori usó las redes sociales para atacar a Alan Garcia y Lourdes Flores	 tras el acuerdo que suscribieron el Apra y el Partido Popular Cristiano (PPC) ara formar la Alianza Popular (...) Hace unos días	 Kenji tuvo un altercado con José Chlimper	 miembro de la plancha presidencial de su hermana Keiko	 debido a la evaluación impuesta a Martha Chávez	 Luz Salgado y Luisa Cuculiza.;28/12/2015;6304.74;258.54;0;8;Kenji Gerardo Fujimori Higuchi;Alan García Pérez;Negativo;2015-12															
Televisión;Panamericana TV;Buenos Días Perú;Oposición afirmó que Favre es vínculo entre Acuña y el Nacionalismo (Canal 5);Por intermedio de Álvaro Gutiérrez	 se conoció que Luis Favre sería el nexo entre el presidente Ollanta Humala y César Acuña. En el Congreso calificaron de riesgosa esta posible alianza. Gutiérrez afirmó que las cercanías entre ambos son evidentes y buscarían librar de las investigaciones por supuesto lavado de activos a Nadine Heredia. En tanto	 César Acuña negó ser el candidato de Nadine Heredia y aseguró que no hay conversaciones con otros partidos políticos para una futura alianza. El candidato de APP estuvo en Los Olivos y sostuvo que continuará haciendo campaña en las zonas más pobres de la capital.;10/12/2015;20746.44;;279;;Santiago Gastañadui Ramírez;Alan García Pérez;Neutro;2015-12																		
Televisión;RPP;RPP NOTICIAS - EDICIÓN NOCHE ;Entrevista al congresista Daniel Mora (RPP TV);Entrevista. Daniel Mora	 expresidente de la Comisión de Educación y de Deportes	 sostuvo que su destitución en el cargo de ese grupo de trabajo se debe a que Alejandro Toledo cedió a las presiones de Pedro Cotillo quien “pedía su cabeza”	 siendo remplazado finalmente por Víctor Crisólogo. Asimismo	 advirtió que la Ley Universitaria sigue estando en peligro por más que se haya archivado la “Ley Cotillo”. Consideró que Alejandro Toledo	 Alan García	 y Pedro Pablo Kuczynski se oponen a la reforma universitaria porque las universidades le han puesto presión. (En el caso de César Acuña señaló que éste paga impuestos). Finalmente	 aseguró que la Sunedu sólo controlará lo referente a la calidad educativa	 y mencionó al Centrum de la PUCP como un ejemplo de calidad.;04/12/2015;5746;;1300;;Daniel Emiliano Mora Zevallos;Alejandro Toledo Manrique;Negativo;2015-12												
Medio Impreso;Perú 21;Perú 21;Ausencia cultural I - David Flores - Hora;Resulta decadente que 	 cuatro meses antes de las elecciones generales	 muchos candidatos no mencionan políticas culturales en la información pública de sus paginas. (...) Peruanos por el Kambio (Pedro Pablo Kuczynski) presenta un plan donde en ninguno de sus cuatro capítulos	 se alude a políticas culturales. (...) - Alianza para el Progreso (César Acuña) . Supagina web es el culto del ego	 es la mirada onanística a su candidato.;06/12/2015;1154.23;115.36;0;25;David Flores Hora;Pedro Pablo Kuczynski Godard;Neutro;2015-12																
Medio Impreso;Exitosa;Exitosa Diario;Rayos X en la CADE - Miguel Torres;La CADE no definirá quién será el próximo Presidente de la República	" pero sí nos permite revelar las características más resaltantes de los candidatos presidenciales.Toledo: Demostró que su credibilidad es casi nula.(...) Acuña: Demostró que tiene una débil propuesta y que el no ser un adepto lector le pasa una gran factura.(...) García: Como siempre un gran orador y hábil para sacar cuerpo frente a preguntas incómodas.(...) PPK: Gran favorito al ser identificado como el candidato de los empresarios.(...) De Keiko se comentó mucho. La gran cantidad de observaciones estuvo dirigida a calificada de """"""aplicada"""""""	" """"""chancona"""""""	" """"""acartonada"""""".;11/12/2015;1569.96;210.69;0;9;Miguel Ángel Torres Morales;Keiko Fujimori Higuchi;Positivo;2015-12"																	
"Medio Impreso;Correo;Correo;""""""Creen que con medidas audaces pueden ganar"""""";A juicio de Juan Sheput"	 del partido Peruano Por el Kambio	" el fujimorismo cree que tomando medidas audaces puede ganar las próximas elecciones. """"""Donde creo que se equivoca (Keiko Fujimori)"	 es en creer que la medida audaz significa desprenderse de un sector duro de su organización	" declaró. (...) """"""Toledo lo hizo en el 2011. Le dijo a Doris Sánchez y a Jesús Alvarado que no vayan a la reelección porque significaría un problema"	 pero luego las bases se resintieron’	 recordó el exchakano	 Juan Sheput.;16/12/2015;884.67;74.9;0;3;Juan Manuel Sheput Moore;Alejandro Toledo Manrique;Neutro;2015-12													
"Web;Perú 21;peru21.pe;Fernando Tuesta Soldevilla: """"""Alberto Fujimori ya no puede luchar contra Keiko"""""";Entrevista. Fernando Tuesta Soldevilla"	 analista electoral. (...) Pero el gran bastión de votantes del fujimorismo son los que apoyaron el régimen de Alberto Fujimori	 donde brillaron los congresistas ahora apartados… Keiko no ha dejado de ser fujimorista. No ha renegado de su padre. Además	 cuando uno toma distancia de un candidato	 va por otro. Y yo no creo que un fujimorista que se sienta muy identificado con el gobierno de Alberto Fujimori vaya a votar por PPK	 por Acuña	 por Alan García	 por Toledo. Por último	 se morderán la lengua	 pero votarán por el fujimorismo.;31/12/2015;1874.83;;0;;Fernando Tuesta Soldevilla;Keiko Fujimori Higuchi;Positivo;2015-12											
Medio Impreso;La República;La República;Gracias-Groucho -Augusto Álvarez Rodrich;Jorge del Castillo comentó mi columna de ayer sobre las reacciones de indignación o comprensión que producen las alianzas que se están formando entre partidos políticos y políticos de cara a la elección del 2016. Y es cierto pues los ejemplos mencionados en mi columna sobre este mercado político eran el ingreso de Vladimir Huároc en Fuerza Popular.. la eventual de las viejas glorias fujimoristas -Luisa María Cuculiza	 Martha Chávez	 Luz Salgado- en Solidaridad NacionaI-UPP.. y la Alianza Popular entre el Apra	 el PPC. La explicación de por qué no se usaron ejemplos de las convocatorias de Alianza para el Progreso (APP) para la candidatura de César Acuña	 o de otros partidos que están haciendo lo mismo	 radica en el hecho de que	 a diferencia de los ejemplos antes indicados	 en los que hay toda una historia de desavenencias profundas y de posiciones antagónicas	 en el caso de Acuña no se perciben -aún- discrepancias de ese tipo. (...) Lo mismo se puede decir de la plancha de Pedro Pablo Kuczynski	 con Mercedes Aráoz y Martín Vizcarra.;16/12/2015;1738.38;207.95;0;5;Augusto Álvarez Rodrich;Pedro Pablo Kuczynski Godard;Neutro;2015-12											
Web;Exitosa;exitosadiario.pe;Lourdes Flores da con palo a candidatos presidenciales | Política | Radio Exitosa;La lideresa del Partido Popular Cristiano (PPC)	 Lourdes Flores Nano	 reapareció para dar con palo a los cinco candidatos que lideran las encuestas de intención de voto con miras al 2016: Keiko Fujimori (Fuerza Popular)	 Pedro Pablo Kuczynski (Peruanos por el Kambio)	 César Acuña (Alianza para el Progreso)	 Alan García (Apra) y Alejandro Toledo (Perú Posible). La excongresista reconoció que el tema de la lucha anticorrupción estuvo ausente en el discurso que dio García Pérez en la CADE empresarial.;07/12/2015;71.5;;0;;Lourdes Flores Nano;Alejandro Toledo Manrique;Neutro;2015-12															
Web;América TV;americatv.com.pe;Daniel Urresti: Ahora las universidades tratan de poner a los presidentes;El ex ministro del Interior Daniel Urresti anunció que ha recibido el respaldo político de la bancada de Gana Perú y de las bases del Partido Nacionalista para ser precandidato presidencial en las elecciones 2016. (...) “Mi campaña será austera	 yo no tengo una universidad detrás que me pague una millonaria campaña	 las universidades ahora son las que tratan de poner a los presidentes	 detrás de cada candidato hay universidades	 ahí tienes a Alas Peruanas con Keiko Fujimori	 San Martín con Alan García y César Acuña que tiene tres”	 dijo Urresti a Canal N.;08/12/2015;1554.16;;0;;Daniel Belizario Urresti Elera;Alan García Pérez;Negativo;2015-12														
Medio Impreso;Gestión;Gestión;Mulder: PPK se va a desinflar	 Acuña no sabemos;Mauricio Mulder vaticinó que la candidatura de Pedro Pablo Kuczynski caerá	 aunque no pudo decir lo mismo de César Acuña. “PPK se va a desinflar	 Acuña no sabemos”	 apuntó en diálogo con “Agenda Política”. Sobre Keiko Fujimori	 indicó que la lideresa de Fuerza Popular “caerá”	 por lo que está en duda su pase a la segunda vuelta. JNE tibio De otro lado	 Mulder instó al JNE a esclarecer por qué ha permitido que agrupaciones se hayan inscrito como partidos en pleno proceso. De esta manera se refirió a Progreso y Obras	 liderado por Fernando Olivera	 que acaba de obtener su inscripción como partido.;28/12/2015;3423.22;229.39;0;27;Claude Maurice Mulder Bedoya;Keiko Fujimori Higuchi;Negativo;2015-12											
"Web;El Comercio;elcomercio.pe;Kenji: """"""No hay discriminación a quienes trabajaron en los 90"""""";Pese a que se había mostrado crítico con la evaluación al interior de Fuerza Popular"	" el congresista Kenji Fujimori saludó la decisión de Keiko Fujimori –su hermana y candidata presidencial– de dejar fuera de la lista al Congreso para el 2016 a tres nombres emblemáticos del fujimorismo. """"""Yo saludo la decision de Keiko que tiene que haber sido una decision dura y dificil para ella. La saludo la decision mas allá de si esta sea la más adecuada o no. Eso se verá después"""""""	 dijo en diálogo con El Comercio.;29/12/2015;5994.53;;0;;Kenji Gerardo Fujimori Higuchi;Keiko Fujimori Higuchi;Positivo;2015-12																		
Medio Impreso;Del País;Del País;Los acomodaticios - María Cecilia Villegas;Luego de las ultimas movidas políticas	 apresuradas por el calendario electoral	 surgen varias dudas que urge tratar de responder. ¿Podrá Keiko convencer al sector al que quiere llegar al haber decidido prescindir de quienes representan al Fujimorismo duro y haber convocado a distintos invitados como Vladimiro Huaroc	 Jenny Vilcatoma y Patricia Donayre? . (...) Hace unos años	 el PPC sostuvo que su apoyo al NO a la Revocatoria de Susana Villarán era en defensa de la institucionalidad. Algunos no les creímos. ¿Cuál es la excusa hoy?;28/12/2015;1046.76;286.17;0;4;María Cecilia Villegas;Alan García Pérez;Neutro;2015-12																
Medio Impreso;Perú 21;Perú 21;“No hay persecución”;El congresista Mauricio Mulder (CP) rechazó las expresiones del oficialista Santiago Gastañaduí (GP) respecto de que es víctima de persecución política al haber sido citado a la Comisión de Fiscalización para responder sobre sus vínculos con la empresa Todo Graph	 como parte de las indagaciones sobre las agendas de Nadine Heredia. “Es claro que si una investigación de lavado de activos compromete a una empresa bamba	 tiene que responder. Mulder	 además	 desvirtuó que haya un blindaje a Keiko Fujimori en la Comisión de Fiscalización. “Que la investiguen. ¿Eso lo hace inocente a Gastañaduí? La investigamos	 pero eso no lo hace inocenten a él”	 manifestó.;05/12/2015;1053.86;123.03;0;6;Claude Maurice Mulder Bedoya;Keiko Fujimori Higuchi;Neutro;2015-12														
Televisión;Canal N;N Noticias;Kenji Fujimori apoyó permanencia de Cuculiza en Fuerza Popular (Canal N);El congresista Kenji Fujimori respaldó la permanencia sin evaluación de Luisa María Cuculiza y otras figuras históricas de Fuerza Popular	 esto en oposición de su hermana Keiko Fujimori quien anunció que se examinará todos los cuadros del partido. Para el más joven de los Fujimori solo deben ser evaluados los nuevos integrantes.;17/12/2015;1722;;123;;Kenji Gerardo Fujimori Higuchi;Keiko Fujimori Higuchi;Neutro;2015-12																			
Web;Expreso;expreso.com.pe;EL DÚO “NANO” GUERRA – JOSÉ LUNA;El siguiente es un análisis político puro y en frío	 como el que hemos hecho respecto de otros candidatos. En este contexto	 entrando a los últimos días del 2015	 el ciudadano vuelve a preguntarse por quién votar	 a quién debería darle su apoyo si Keiko	 PPK	 Alan o Acuña –razonan ellos- representan lo mismo. ¿Dónde está el punto de quiebre generacional con lo ya conocido frente a los viejos rostros y el establishment anquilosado?;27/12/2015;52;305.63;0;;Rafael Romero Vasquez;Alan García Pérez;Neutro;2015-12														
Radio;RPP;la Rotativa del Aire (Segunda Edición);Niegan que César Acuña sea “candidato oculto” del nacionalismo (RPP);Titular. El presidente del Congreso	 Luis Iberico	 destacó que el líder de su partido Alianza para el Progreso	 César Acuña	 sea el candidato presidencial ocultó del gobierno	 tal como lo indicó el excongresista nacionalista Álvaro Gutiérrez.;10/12/2015;198;;18;;Luis Carlos Antonio Iberico Nuñez;César Acuña Peralta;Positivo;2015-12															
Medio Impreso;La República;La República;“Hay varios candidatos presidenciales que responden a una lógica fujimorista”;Entrevista a Juan de la Puente Periodista	 abogado. Keiko Fujimori anunció que 18 congresistas actuales no postularán a la reelección. Tres de ellos son Martha Chávez	 Alejandro Aguinaga y Luisa María Cuculiza. ¿Le suma o le resta la decisión? Primero	 hay que decir que se trata de una decisión audaz. Entre la opción de que postulen todos los cuestionados o ninguno	 pensé que salvaría al menos a dos. Bueno	 ha optado por salvar solo a Luz Salgado	 fujimorista de primera hora	 que incluso fue jefa de Foncodes. Ante el desafío planteado por el padre	 Keiko ha reafirmado	 frente al padre	 al fujimorismo y a los electores en general	 que ella es quien decide. Claro	 permite que Salgado y uno de sus críticos internos más importantes	 su hermano Kenji	 vayan a la reelección. ¿No solo Keiko es heredera de su padre?. Es que hay varios otros candidatos que responden a una lógica fujimorista: personalismo y estructuras frágiles. Es la huella de la antipolítica. La antipolítica es el pequeño Fujimori que todos llevamos dentro. Mira cómo se han organizado las candidaturas de Kuczynski	 de Acuña	 del propio Toledo.;30/12/2015;4880.58;1002.8;0;8;Juan Francisco De la Puente Mejía;Keiko Fujimori Higuchi;Neutro;2015-12				
Televisión;Canal N;Con otros ojos ;Entrevista a Daniel Urresti	 precandidato presidencia por el Partido Nacionalista	 (Canal N);Entrevista. Daniel Urresti	 precandidato presidencia por el Partido Nacionalista	 comentó acerca de la coyuntura política. Señaló que el domingo 13 es la elección de delegados para las elecciones internas. Con respecto a las investigaciones en su contra por el asesinato de un periodista	 manifestó que testigos del Ministerio Público lo han exonerado de cualquier culpa. Sobre el asunto de la unión civil	 analizó las declaraciones de Alejandro Toledo quien dijo que él es un hombre de familia. Con respecto al candidatura de César Acuña	 manifestó que Alan García soltó un rumor de una presunta alianza entre el líder de Alianza Para el Progreso y el nacionalismo. Con respecto a las propuestas referentes a la seguridad ciudadana	 sostuvo que durante su gestión como ministro del Interior realizo compras de productos para el beneficio de la Policía (Ministerio de Economía). En otro momento	 dijo que tenía casi listo un proyecto con la Municipalidad de Lima referente al tránsito. También	 dijo que de llegar al poder mejoraría los programas sociales (Qali Warma	 Beca 18	 Pensión 65). Más adelante	 se refirió al asunto de la minería ilegal e informal.;10/12/2015;33761;;2597;;Daniel Belizario Urresti Elera;Alejandro Toledo Manrique;Neutro;2015-12							
Medio Impreso;Perú 21;Perú 21;Susana: ¿Qué le pasó? - Carlos Tapia;Cuando declaró “Tengo la convicción	 hasta ahora	 de que el general Daniel Urresti no es culpable ni directo ni indirecto del asesinato de Hugo Bustíos”	 cruzó el límite que se había propuesto para defender los DD.HH. de las víctimas inocentes durante la lucha antiterrorista (1980- 2000). 1).- Mujer inteligente y perspicaz	 debe haber tomado en cuenta la importancia de su declaración a favor del militar acusado. Por algo había sido la lideresa de la Coordinadora de los DD.HH. de nuestro país y miembro de la CIDH de la OEA. ¿Qué pensaría Pilar Cool? (...) 3).- Urresti siempre ha negado que hubiera detenidos civiles en el cuartel de Castropampa	 cuando en 1988 era el oficial de Inteligencia en esa base militar.;26/12/2015;1456.56;170.71;0;6;Carlos Tapia García;Daniel Urresti Elera;Negativo;2015-12															
Medio Impreso;La Razón;La Razón;Resistencias - Ítalo Oberto-Besso;Hasta apenas hace un año	 el sueño de cualquier candidato era pasar a la segunda vuelta con Keiko Fujimori	 la resistencia a votar por ella era superior al grueso de votos que alcanzaba en primera vuelta. Hoy la historia es distinta. Sin embargo	 hoy el escenario	 por lo menos hasta diciembre	 es totalmente contrario	" se ha reducido la resistencia a votar por la candidata naranja. Hoy es Alan García quien ostenta el dudoso honor de ser el """"""mal mayor"""""""	 con un 60% de resistencia.. lo sigue Toledo	 con 65%.. Acuña	 con 47%	 Kuczynski	 43%.;15/12/2015;1142.66;194.96;0;4;Ítalo Oberto-Beso;Keiko Fujimori Higuchi;Neutro;2015-12									
